title:subject8, start timestamp:1692957467.085186, stop timestamp:1692957653.513158, headset type:EPOCFLEX, headset serial:F000005B, headset firmware:f14, channels:111, sampling rate:eeg_128, samples:23866     , version:2.2, 
Timestamp,EEG.Counter,EEG.Interpolated,EEG.Cz,EEG.Fz,EEG.Fp1,EEG.F7,EEG.F3,EEG.FC1,EEG.C3,EEG.FC5,EEG.FT9,EEG.T7,EEG.CP5,EEG.CP1,EEG.P3,EEG.P7,EEG.PO9,EEG.O1,EEG.Pz,EEG.Oz,EEG.O2,EEG.PO10,EEG.P8,EEG.P4,EEG.CP2,EEG.CP6,EEG.T8,EEG.FT10,EEG.FC6,EEG.C4,EEG.FC2,EEG.F4,EEG.F8,EEG.Fp2,EEG.HighBitFlex,EEG.SaturationFlag,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.Cz,CQ.Fz,CQ.Fp1,CQ.F7,CQ.F3,CQ.FC1,CQ.C3,CQ.FC5,CQ.FT9,CQ.T7,CQ.CP5,CQ.CP1,CQ.P3,CQ.P7,CQ.PO9,CQ.O1,CQ.Pz,CQ.Oz,CQ.O2,CQ.PO10,CQ.P8,CQ.P4,CQ.CP2,CQ.CP6,CQ.T8,CQ.FT10,CQ.FC6,CQ.C4,CQ.FC2,CQ.F4,CQ.F8,CQ.Fp2,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.Cz,EQ.Fz,EQ.Fp1,EQ.F7,EQ.F3,EQ.FC1,EQ.C3,EQ.FC5,EQ.FT9,EQ.T7,EQ.CP5,EQ.CP1,EQ.P3,EQ.P7,EQ.PO9,EQ.O1,EQ.Pz,EQ.Oz,EQ.O2,EQ.PO10,EQ.P8,EQ.P4,EQ.CP2,EQ.CP6,EQ.T8,EQ.FT10,EQ.FC6,EQ.C4,EQ.FC2,EQ.F4,EQ.F8,EQ.Fp2
1692957467.085186,112.000000,0.000000,-6.999189,-0.288557,-3.090564,-8.481010,-1.392778,-3.366364,0.232182,3.263215,1.456511,10.468871,6.479904,-8.968710,1.592170,-0.883150,-6.557711,-5.601614,3.102014,-9.627378,-11.637922,-18.997089,-14.690623,-5.947128,43.551083,-6.044188,8.352766,-1.619171,3.371989,-6.125212,-10.221744,-4.412518,2.857193,-4.309954,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692957467.093099,113.000000,0.000000,-9.553728,-7.972884,-12.309011,-12.570991,-10.612925,-11.559920,-7.964973,-4.936971,-1.618792,1.749172,-2.235806,-16.132048,-4.044806,0.142348,-9.112692,-7.132935,1.561989,-11.666982,-10.601669,-18.978092,-21.335932,-10.551950,31.724455,-10.648913,0.659798,-10.326782,-6.877537,-10.729856,-14.309984,-12.092721,-8.416433,-7.891798,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692957467.101013,114.000000,0.000000,-6.470328,-5.915680,-12.296702,-7.947651,-7.016157,-11.036053,-8.469316,-5.444342,0.944365,-0.814116,-5.819725,-17.652840,-5.065377,-3.956256,-1.931271,-7.125802,0.535812,-13.704545,-12.127991,-17.422192,-18.753057,-6.955244,32.717346,-9.613648,0.659138,-6.730301,-2.772197,-7.645279,-12.246443,-6.957551,-3.284940,-8.396214,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692957467.108826,115.000000,0.000000,-1.340781,4.336389,0.523287,-4.865857,1.187782,-1.291171,-3.337770,1.221103,6.066498,5.846698,-0.690828,-11.999802,-0.449542,-4.976915,-2.441648,-12.241754,4.121429,-14.203149,-17.751247,-17.917076,-14.123536,-1.825212,43.443092,-5.505574,4.244633,7.621044,9.525959,-0.977634,-3.524966,4.320175,10.550653,3.395260,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692957467.116739,116.000000,0.000000,-5.950209,1.258206,0.010456,-9.984068,-0.862637,-4.363726,-5.895971,-1.853965,3.498893,2.767005,-2.227060,-13.012418,-3.010631,-5.996553,-10.123821,-16.327972,3.605000,-13.164330,-13.122726,-22.509930,-24.355566,-7.971079,38.788879,-10.110837,-6.518074,-0.071192,3.368741,-7.124349,-9.156825,-2.856452,1.318564,2.367249,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692957467.124552,117.000000,0.000000,-9.530413,-9.501513,-9.211093,-9.974084,-5.472543,-11.019362,-9.476229,-6.975188,1.446163,-2.358839,-6.323295,-15.560944,-5.569159,-5.478249,-7.552159,-6.577799,-0.497066,-5.978858,-1.326527,-16.852036,-28.429672,-10.524646,31.065474,-13.686880,-5.999248,-12.878814,-8.930013,-13.264916,-17.856899,-16.173595,-8.928908,-11.979733,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692957467.132465,118.000000,0.000000,-1.323959,-4.881242,-3.054190,-5.865648,-2.393224,-6.909881,-5.880599,-3.382059,6.055486,3.791213,-1.193894,-11.959229,-0.440513,2.211844,-1.909222,2.650317,7.700354,2.224044,4.822492,-6.589029,-16.105858,-0.780275,39.231331,-8.037808,15.011367,2.503296,-1.236467,-6.591652,-6.055965,-7.960499,1.838482,-3.258523,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692957467.140279,119.000000,0.000000,1.751211,3.832870,5.145787,-7.396706,1.195323,-2.804510,-5.874718,-4.915599,6.049430,7.373575,5.467299,-10.922654,0.072235,3.746556,-3.444236,-0.426179,16.914192,0.172589,4.817669,-9.143978,-14.040522,2.806659,44.315178,-6.492848,14.996355,15.308485,9.010923,-3.511214,2.147013,3.830538,9.008951,9.040120,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692957467.148192,120.000000,0.000000,-2.349002,3.829037,4.116026,-7.389309,1.194127,-3.826321,-9.967304,-5.935299,10.654150,4.804663,5.461833,-16.547115,-4.026299,-1.380268,-3.440792,-2.987291,7.163432,-3.413737,2.763621,-11.696373,-21.198788,-1.806917,40.172401,-8.023278,0.636744,7.096253,6.952682,-4.020010,-4.515133,4.339015,8.999942,6.469542,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692957467.156005,121.000000,0.000000,-1.322038,13.046746,15.382679,-1.234227,7.852933,2.325198,-6.883491,4.829097,24.988111,6.336782,4.944063,-18.067492,-3.509965,4.768805,3.734956,1.114157,2.545499,1.712753,4.297781,-2.463138,-16.054512,2.293351,43.206074,-2.379870,14.980722,16.823004,13.093421,3.156317,0.612458,13.043907,20.261711,19.270763,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
