title:subject10, start timestamp:1693045318.434251, stop timestamp:1693045504.328694, headset type:EPOCFLEX, headset serial:F000005B, headset firmware:f14, channels:111, sampling rate:eeg_128, samples:23574     , version:2.2, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.Cz,EEG.Fz,EEG.Fp1,EEG.F7,EEG.F3,EEG.FC1,EEG.C3,EEG.FC5,EEG.FT9,EEG.T7,EEG.CP5,EEG.CP1,EEG.P3,EEG.P7,EEG.PO9,EEG.O1,EEG.Pz,EEG.Oz,EEG.O2,EEG.PO10,EEG.P8,EEG.P4,EEG.CP2,EEG.CP6,EEG.T8,EEG.FT10,EEG.FC6,EEG.C4,EEG.FC2,EEG.F4,EEG.F8,EEG.Fp2,EEG.HighBitFlex,EEG.SaturationFlag,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.Cz,CQ.Fz,CQ.Fp1,CQ.F7,CQ.F3,CQ.FC1,CQ.C3,CQ.FC5,CQ.FT9,CQ.T7,CQ.CP5,CQ.CP1,CQ.P3,CQ.P7,CQ.PO9,CQ.O1,CQ.Pz,CQ.Oz,CQ.O2,CQ.PO10,CQ.P8,CQ.P4,CQ.CP2,CQ.CP6,CQ.T8,CQ.FT10,CQ.FC6,CQ.C4,CQ.FC2,CQ.F4,CQ.F8,CQ.Fp2,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.Cz,EQ.Fz,EQ.Fp1,EQ.F7,EQ.F3,EQ.FC1,EQ.C3,EQ.FC5,EQ.FT9,EQ.T7,EQ.CP5,EQ.CP1,EQ.P3,EQ.P7,EQ.PO9,EQ.O1,EQ.Pz,EQ.Oz,EQ.O2,EQ.PO10,EQ.P8,EQ.P4,EQ.CP2,EQ.CP6,EQ.T8,EQ.FT10,EQ.FC6,EQ.C4,EQ.FC2,EQ.F4,EQ.F8,EQ.Fp2
1693045318.434251,1693045318.499957,5.000000,0.000000,-9.225583,-21.162371,-104.202080,-6.857469,-6.996349,-1.010481,-3.576859,-18.107841,-4.660841,0.365487,-14.815286,-12.803283,-12.161064,47.654976,-19.789040,-24.687645,-6.539074,-10.889479,-15.208733,1.941581,-1.361438,2.720172,-16.526011,-15.914063,-5.389292,10.725820,-14.846274,-27.432358,-11.988531,-4.645921,-3.793352,-35.740753,0.000000,0.000000,173.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693045318.442064,1693045318.507671,6.000000,0.000000,-11.265589,-16.530439,-109.733261,-14.535226,-15.186275,0.527452,-4.085590,-19.626657,-11.316180,7.537429,-14.800470,-11.253556,-14.710442,42.484241,-21.306173,-25.687572,-10.118689,-14.464743,-15.193524,-7.794207,-4.433923,2.205145,-20.095638,-20.508917,-25.876209,7.128940,-19.442198,-25.868002,-9.415005,-6.178198,-8.400328,-34.680397,0.000000,0.000000,200.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693045318.449877,1693045318.515586,7.000000,0.000000,-2.032784,-9.853909,-94.766609,-5.299153,-10.048013,10.773079,-3.569197,-6.287031,-8.231018,28.534506,-11.711823,-2.533072,-13.158808,46.027912,-16.674097,-19.514193,-4.473186,-7.277970,-13.641407,-7.274105,-6.991027,5.276785,-11.878619,-18.439178,-17.653410,12.757195,-11.738139,-22.255981,-3.257897,0.487981,-0.195005,-35.158024,0.000000,0.000000,193.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693045318.457690,1693045318.523401,8.000000,0.000000,6.166172,-4.720979,-85.962608,1.366147,-0.816426,16.909998,3.606680,-1.157667,1.511059,18.259819,-5.552420,3.617153,-6.997957,46.494190,-11.534347,-21.031603,1.678980,-3.172231,-7.992382,1.954708,3.774425,9.882278,-5.719049,-13.297662,2.856550,16.842899,-6.091017,-19.159878,2.380745,10.221338,0.829806,-31.024405,0.000000,0.000000,184.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693045318.465503,1693045318.531216,9.000000,0.000000,-1.524610,-8.814719,-102.782799,-9.905989,-8.500225,8.696165,-0.495388,-10.378047,-5.150452,0.310789,-11.182252,-6.120310,-11.601728,36.201546,-22.793581,-34.842876,-4.470391,-17.001366,-13.107466,-6.756478,7.869112,3.212396,-12.885637,-17.895134,-21.224768,11.190672,-16.331079,-22.726871,0.841441,7.137271,-8.904870,-33.042610,0.000000,0.000000,175.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693045318.473316,1693045318.538931,10.000000,0.000000,-7.670778,-11.879750,-111.901558,-14.506852,-14.127110,4.589007,-7.154893,-13.441516,-13.854532,9.532017,-16.806454,-12.261882,-14.663973,35.140728,-29.943096,-29.684958,-7.027460,-20.570518,-20.266666,-13.409721,-2.384911,0.647645,-12.360444,-15.315700,-28.375851,10.154866,-16.314749,-21.167223,-1.720938,-0.554481,-5.822119,-38.644951,0.000000,0.000000,192.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693045318.481129,1693045318.546745,11.000000,0.000000,-0.490799,-6.744794,-102.055809,-5.270807,-6.940674,11.756726,-1.000046,-6.768074,-0.520678,25.916330,-6.543494,-2.003467,-2.866231,47.913280,-15.056230,-11.212196,3.225722,-3.643794,-10.512553,-2.637850,0.179013,9.868536,-4.663468,-5.054230,4.440217,17.317019,-6.564588,-13.461440,2.891552,3.544534,8.016010,-30.921692,0.000000,16777216.000000,189.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693045318.488942,1693045318.554460,12.000000,0.000000,-0.490309,-7.762664,-95.806061,-2.703998,-5.396811,9.695739,-3.048276,-8.810536,7.164458,22.304260,-3.463104,-0.464540,-1.838750,51.963825,-9.405789,-13.250216,1.173265,-0.566304,-1.792810,-1.610597,8.375757,7.297129,-12.855728,-11.709176,-5.810377,16.275087,-11.168793,-18.058748,2.376353,3.028682,5.446456,-26.792309,0.000000,0.000000,168.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693045318.496755,1693045318.562275,13.000000,0.000000,-11.248280,-19.025671,-102.370255,-9.361294,-13.076030,-3.633957,-14.315997,-18.023264,-6.675014,15.621957,-13.705795,-11.222537,-14.644604,46.276478,-20.154844,-21.433887,-9.586370,-9.787276,-8.963325,-9.805909,2.219689,-4.493245,-20.527487,-20.406698,-31.932259,5.500350,-19.866854,-27.262228,-6.847562,-9.269731,-6.342067,-39.573208,0.000000,0.000000,184.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693045318.504568,1693045318.569989,14.000000,0.000000,-11.237032,-22.592798,-108.927887,-12.425778,-13.062953,-3.630323,-10.715528,-14.931396,-8.717569,26.364796,-10.105935,-7.112853,-8.994575,48.791740,-17.060844,-10.653993,-1.379860,-2.605181,-7.417439,-3.136104,3.242085,2.171248,-10.773114,-11.164753,-11.920326,8.056388,-13.699295,-19.550350,-4.791484,-9.772769,-4.798802,-44.656712,0.000000,0.000000,172.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
