title:subject3, start timestamp:1692947593.399488, stop timestamp:1692947780.379745, headset type:EPOCFLEX, headset serial:F000005B, headset firmware:f14, channels:111, sampling rate:eeg_128, samples:23933     , version:2.2, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.Cz,EEG.Fz,EEG.Fp1,EEG.F7,EEG.F3,EEG.FC1,EEG.C3,EEG.FC5,EEG.FT9,EEG.T7,EEG.CP5,EEG.CP1,EEG.P3,EEG.P7,EEG.PO9,EEG.O1,EEG.Pz,EEG.Oz,EEG.O2,EEG.PO10,EEG.P8,EEG.P4,EEG.CP2,EEG.CP6,EEG.T8,EEG.FT10,EEG.FC6,EEG.C4,EEG.FC2,EEG.F4,EEG.F8,EEG.Fp2,EEG.HighBitFlex,EEG.SaturationFlag,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.Cz,CQ.Fz,CQ.Fp1,CQ.F7,CQ.F3,CQ.FC1,CQ.C3,CQ.FC5,CQ.FT9,CQ.T7,CQ.CP5,CQ.CP1,CQ.P3,CQ.P7,CQ.PO9,CQ.O1,CQ.Pz,CQ.Oz,CQ.O2,CQ.PO10,CQ.P8,CQ.P4,CQ.CP2,CQ.CP6,CQ.T8,CQ.FT10,CQ.FC6,CQ.C4,CQ.FC2,CQ.F4,CQ.F8,CQ.Fp2,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.Cz,EQ.Fz,EQ.Fp1,EQ.F7,EQ.F3,EQ.FC1,EQ.C3,EQ.FC5,EQ.FT9,EQ.T7,EQ.CP5,EQ.CP1,EQ.P3,EQ.P7,EQ.PO9,EQ.O1,EQ.Pz,EQ.Oz,EQ.O2,EQ.PO10,EQ.P8,EQ.P4,EQ.CP2,EQ.CP6,EQ.T8,EQ.FT10,EQ.FC6,EQ.C4,EQ.FC2,EQ.F4,EQ.F8,EQ.Fp2
1692947593.399488,1692947593.441496,63.000000,0.000000,45.936714,46.273026,-249.364334,-74.861664,40.698231,33.284756,54.903210,43.691242,62.918221,17.706295,66.490860,39.203461,41.354061,87.416145,58.431030,84.523483,40.775688,72.519005,52.378845,38.101803,68.604820,64.465218,54.661324,45.000778,21.852598,29.776266,46.364632,48.702538,52.626102,17.955236,-6.484816,-60.626740,4096.000000,0.000000,0.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.407301,1692947593.449414,64.000000,0.000000,43.841545,46.739059,-248.090347,-72.225266,40.145226,28.640699,56.897537,43.135246,63.367611,19.225512,66.424370,40.188873,44.386555,92.451805,58.884907,85.463577,43.296452,75.520332,52.326469,44.723701,73.146988,66.449982,55.118969,58.788086,14.658438,34.357258,46.830574,50.703064,52.573475,16.912666,-1.867562,-60.566113,0.000000,0.000000,163.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.415114,1692947593.457232,65.000000,0.000000,37.650013,38.495399,-254.502258,-75.739189,32.420464,24.513597,46.082180,30.796724,54.082706,19.718594,53.550255,32.464069,33.071396,77.502434,43.456791,72.058113,36.080849,63.661732,44.077217,40.068207,76.659988,56.137379,47.379238,48.995453,20.791471,24.589056,29.877590,42.967747,39.713211,8.698831,-8.525695,-61.017857,0.000000,0.000000,66.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,1.000000,50.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,3.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000
1692947593.422927,1692947593.465149,66.000000,0.000000,34.538517,31.284595,-259.883148,-78.737297,27.777273,20.902929,36.814556,28.204390,51.467083,15.600414,50.935165,27.308529,28.427557,70.252625,35.216412,63.789131,28.872459,52.839607,43.008526,30.294292,71.460258,51.982777,43.233395,36.651073,28.967604,22.515236,25.749252,43.437088,33.525803,5.616286,-16.714092,-59.932220,0.000000,0.000000,142.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.430740,1692947593.472967,67.000000,0.000000,43.213207,37.401001,-253.987869,-72.510872,30.823343,24.468182,42.413128,36.885418,56.026386,13.535583,57.544231,33.428913,36.083744,76.330063,39.279655,69.873032,33.966663,54.835999,51.162441,30.263998,71.901100,60.640026,53.436317,47.885189,26.377096,28.128105,36.481964,53.127495,42.201508,5.098361,-15.160455,-62.433826,0.000000,0.000000,190.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.438553,1692947593.480885,68.000000,0.000000,54.953072,52.220524,-236.827728,-61.167587,45.137135,39.812943,57.739944,46.070068,62.118053,17.108202,63.634380,46.715485,42.195354,82.913734,45.388069,79.024696,49.814236,63.490395,56.746662,43.041428,79.513817,70.313232,67.215187,62.181919,22.252258,31.173822,43.617790,59.734367,57.016232,15.339417,-3.874525,-60.834473,0.000000,0.000000,199.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.446366,1692947593.488703,69.000000,0.000000,54.385811,56.779072,-231.467819,-53.934113,53.288921,40.797745,61.780666,47.560921,62.055935,21.189554,65.619972,48.717999,42.665466,84.880051,47.904221,78.945671,53.862881,65.476135,55.152992,44.535309,73.798920,68.193687,65.098740,58.021278,36.574623,29.093418,44.598789,59.674633,61.569984,26.082539,3.301657,-52.064407,0.000000,0.000000,200.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.454179,1692947593.496620,70.000000,0.000000,47.159119,49.549988,-235.334824,-49.781719,42.477169,29.486179,51.985039,41.365669,48.161572,21.680674,60.431278,37.398510,39.548954,77.622864,40.684006,68.620575,43.050560,58.238350,48.437840,30.146158,63.991272,58.391647,54.275181,47.717102,52.931892,22.916632,39.943420,56.028805,51.774567,21.445688,-0.800106,-48.426189,0.000000,0.000000,199.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.461992,1692947593.504438,71.000000,0.000000,47.624268,51.037361,-213.582565,-38.973473,44.483925,34.067463,51.933056,43.373535,39.404179,20.122068,57.809307,37.873421,37.460175,71.909851,33.983322,63.941185,43.007507,57.155499,43.778633,25.505243,65.464203,57.820950,54.733215,47.157078,35.972809,19.819870,34.780399,55.460468,47.624332,19.375011,-0.286998,-43.766991,0.000000,0.000000,201.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.469805,1692947593.512356,72.000000,0.000000,52.187412,61.232475,-180.581284,-16.905270,66.468674,42.742626,60.078045,57.674778,49.098621,20.614254,66.460732,46.544777,39.471943,81.571793,41.633953,74.123398,50.136806,65.807571,46.296394,31.115122,66.423355,64.935432,59.801556,53.257614,9.296835,24.410820,42.942543,56.941933,54.749016,32.163330,15.082520,-23.230917,0.000000,4.000000,190.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.477618,1692947593.520173,73.000000,0.000000,56.745995,69.368164,-150.686859,9.239327,79.209892,43.212189,62.067200,64.277100,50.586445,20.081333,71.005035,43.424385,43.530933,85.588676,49.276936,81.221581,50.598980,70.352531,48.811634,33.133236,62.258472,66.919731,60.254063,53.716663,14.410615,24.386408,52.121140,56.372681,60.329651,42.889626,25.825899,-4.252302,0.000000,0.000000,149.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.485431,1692947593.528091,74.000000,0.000000,63.349247,83.131104,-124.920784,23.574703,90.401451,52.902824,69.177437,67.798981,43.875858,20.061251,74.007881,46.967117,46.561249,79.355400,48.203045,83.701897,59.769917,73.356026,52.348976,41.297028,67.831596,70.438965,63.779964,56.224483,32.326973,24.362022,54.630554,59.390156,64.880089,51.555969,27.849304,3.436566,0.000000,0.000000,192.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692947593.493244,1692947593.535909,75.000000,0.000000,67.896667,95.855667,-95.082024,31.748053,109.266434,63.096077,80.891335,85.149643,51.516598,23.627344,87.766182,58.703228,51.637764,84.399117,53.277920,88.741272,74.054764,79.430367,58.956627,49.964962,76.985306,77.540833,69.863876,65.389801,40.491570,34.583813,64.822075,67.527687,70.450592,62.775181,35.506069,17.265436,0.000000,0.000000,184.000000,3.000000,55.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
