title:subject5, start timestamp:1692951624.774572, stop timestamp:1692951815.544393, headset type:EPOCFLEX, headset serial:F000005B, headset firmware:f14, channels:111, sampling rate:eeg_128, samples:24418     , version:2.2, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.Cz,EEG.Fz,EEG.Fp1,EEG.F7,EEG.F3,EEG.FC1,EEG.C3,EEG.FC5,EEG.FT9,EEG.T7,EEG.CP5,EEG.CP1,EEG.P3,EEG.P7,EEG.PO9,EEG.O1,EEG.Pz,EEG.Oz,EEG.O2,EEG.PO10,EEG.P8,EEG.P4,EEG.CP2,EEG.CP6,EEG.T8,EEG.FT10,EEG.FC6,EEG.C4,EEG.FC2,EEG.F4,EEG.F8,EEG.Fp2,EEG.HighBitFlex,EEG.SaturationFlag,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.Cz,CQ.Fz,CQ.Fp1,CQ.F7,CQ.F3,CQ.FC1,CQ.C3,CQ.FC5,CQ.FT9,CQ.T7,CQ.CP5,CQ.CP1,CQ.P3,CQ.P7,CQ.PO9,CQ.O1,CQ.Pz,CQ.Oz,CQ.O2,CQ.PO10,CQ.P8,CQ.P4,CQ.CP2,CQ.CP6,CQ.T8,CQ.FT10,CQ.FC6,CQ.C4,CQ.FC2,CQ.F4,CQ.F8,CQ.Fp2,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.Cz,EQ.Fz,EQ.Fp1,EQ.F7,EQ.F3,EQ.FC1,EQ.C3,EQ.FC5,EQ.FT9,EQ.T7,EQ.CP5,EQ.CP1,EQ.P3,EQ.P7,EQ.PO9,EQ.O1,EQ.Pz,EQ.Oz,EQ.O2,EQ.PO10,EQ.P8,EQ.P4,EQ.CP2,EQ.CP6,EQ.T8,EQ.FT10,EQ.FC6,EQ.C4,EQ.FC2,EQ.F4,EQ.F8,EQ.Fp2
1692951624.774572,1692951624.805031,6.000000,0.000000,-17.434509,-3.615715,-26.477976,-8.543491,-12.434296,-16.009575,-13.040041,-11.494367,-26.925224,-1.785871,-11.838188,-46.456772,-15.222681,-11.331395,-13.851195,-26.151686,-45.535591,-15.073855,-6.560662,-1.698096,-0.518754,-13.465823,-44.603989,-20.363760,-18.836586,-43.488800,-19.420685,-21.741575,-19.312712,-11.681302,-19.128813,-21.304024,0.000000,0.000000,177.000000,2.000000,48.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692951624.782385,1692951624.812744,7.000000,0.000000,-7.170920,2.535593,-11.594576,-3.924179,-4.224938,-10.870489,-9.953155,-6.872103,-20.750607,-2.296393,-5.678658,-43.336472,-13.670535,-12.344680,-11.275805,-22.539379,-34.731594,-15.058781,-10.140255,-1.696398,-0.005927,-15.501588,-41.485538,-17.781858,-13.694674,-38.322235,-7.618188,-14.035217,-7.510322,-7.058852,-8.863530,-14.622719,0.000000,0.000000,201.000000,2.000000,48.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692951624.790198,1692951624.820557,8.000000,0.000000,-0.503749,11.242288,-4.922981,-6.481793,-0.634559,0.411151,-2.258586,-0.205231,-20.217548,-2.806404,-6.697595,-34.583904,-13.656864,-14.381565,-11.776837,-22.516840,-29.061476,-13.506800,-7.568576,0.354529,1.531002,-17.023010,-44.005592,-15.714846,-13.680979,-32.648525,-1.462878,-8.385798,-1.355119,3.194361,-5.268513,-7.435788,0.000000,0.000000,191.000000,2.000000,48.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692951624.798011,1692951624.828270,9.000000,0.000000,0.009062,13.792584,-12.602674,-8.524542,-6.781617,3.484586,-6.354789,-4.303487,-25.832716,-5.877444,-10.277051,-33.012394,-12.618592,-11.805645,-15.863522,-25.055862,-29.544722,-14.517908,-7.048700,-3.231979,-6.155145,-16.493679,-47.547741,-17.236053,-17.765759,-33.128185,-7.096799,-7.352797,-1.353764,5.240397,-9.361706,-7.940660,0.000000,0.000000,201.000000,2.000000,48.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692951624.805824,1692951624.836183,10.000000,0.000000,-1.527870,10.704946,-14.126994,-7.491403,-9.848681,0.919563,-7.373050,-11.471492,-22.733036,-7.920797,-7.192928,-33.491692,-7.482897,-10.769224,-15.335351,-22.469267,-26.953640,-12.966467,-10.627806,-6.814901,-7.173605,-14.940262,-43.914040,-16.706511,-16.211071,-31.558134,-5.040472,-7.345444,-0.327795,1.649003,-1.155421,-8.957335,0.000000,0.000000,161.000000,2.000000,48.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692951624.813637,1692951624.843996,11.000000,0.000000,-5.624804,0.960394,-18.723637,-14.143911,-11.888063,-3.692126,-2.242600,-14.533866,-23.222610,-10.474415,-10.771889,-30.896660,-5.426183,-12.295379,-11.733862,-20.909876,-23.340532,-10.904269,-9.080255,-7.320394,-5.117200,-14.925322,-47.968586,-16.177496,-18.244091,-28.452730,-5.547739,-12.461175,-3.913621,-0.401877,0.894965,-10.997608,0.000000,0.000000,201.000000,2.000000,48.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692951624.821450,1692951624.851909,12.000000,0.000000,-12.791487,-11.335951,-31.000298,-22.326691,-23.659252,-11.373049,-11.461896,-18.105486,-32.933235,-14.562402,-18.958040,-33.427303,-9.006911,-11.258468,-13.259050,-21.401274,-26.391037,-12.942596,-8.558867,-13.460766,-13.821314,-15.935012,-57.142159,-22.821318,-25.398153,-35.084278,-15.276037,-18.596407,-15.692784,-7.061475,-7.815161,-18.158918,0.000000,0.000000,185.000000,2.000000,48.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692951624.829263,1692951624.859722,13.000000,0.000000,-20.975618,-17.984615,-37.116989,-26.402824,-35.418671,-19.046291,-22.208895,-23.210457,-37.511070,-17.109379,-21.500620,-39.541569,-15.145597,-15.345671,-14.782715,-19.842949,-30.975416,-14.466577,-14.698000,-23.181150,-21.492107,-15.406769,-58.109631,-28.433882,-30.495832,-46.319962,-18.846914,-20.114733,-23.874014,-15.251336,-10.368884,-23.776144,0.000000,0.000000,120.000000,2.000000,48.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692951624.837076,1692951624.867635,14.000000,0.000000,-24.540796,-21.552784,-45.276794,-30.474884,-35.383251,-22.613400,-20.649763,-27.798018,-41.572021,-18.116884,-24.552965,-37.965103,-19.741220,-22.502632,-9.644855,-19.823105,-32.481361,-11.890572,-14.683302,-24.694893,-22.495232,-15.903670,-58.563828,-27.893141,-35.588413,-53.445950,-18.828068,-20.606926,-23.850140,-19.334547,-14.969284,-26.313906,0.000000,0.000000,168.000000,2.000000,48.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692951624.844889,1692951624.875448,15.000000,0.000000,-19.393179,-19.482000,-49.329979,-30.444408,-30.737099,-17.980017,-20.629114,-27.770218,-49.727371,-19.123383,-25.040720,-27.680984,-13.573787,-18.381668,-2.462903,-17.754051,-29.375036,-6.243296,-4.934772,-14.424044,-19.911198,-14.350843,-55.943726,-25.816017,-29.917440,-49.294044,-17.272318,-20.074011,-18.190907,-17.265982,-18.028162,-25.262978,0.000000,0.000000,183.000000,2.000000,48.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
