title:subject9, start timestamp:1692960014.321420, stop timestamp:1692960199.025601, headset type:EPOCFLEX, headset serial:F000005B, headset firmware:f14, channels:111, sampling rate:eeg_128, samples:23419     , version:2.2, 
Timestamp,EEG.Counter,EEG.Interpolated,EEG.Cz,EEG.Fz,EEG.Fp1,EEG.F7,EEG.F3,EEG.FC1,EEG.C3,EEG.FC5,EEG.FT9,EEG.T7,EEG.CP5,EEG.CP1,EEG.P3,EEG.P7,EEG.PO9,EEG.O1,EEG.Pz,EEG.Oz,EEG.O2,EEG.PO10,EEG.P8,EEG.P4,EEG.CP2,EEG.CP6,EEG.T8,EEG.FT10,EEG.FC6,EEG.C4,EEG.FC2,EEG.F4,EEG.F8,EEG.Fp2,EEG.HighBitFlex,EEG.SaturationFlag,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.Cz,CQ.Fz,CQ.Fp1,CQ.F7,CQ.F3,CQ.FC1,CQ.C3,CQ.FC5,CQ.FT9,CQ.T7,CQ.CP5,CQ.CP1,CQ.P3,CQ.P7,CQ.PO9,CQ.O1,CQ.Pz,CQ.Oz,CQ.O2,CQ.PO10,CQ.P8,CQ.P4,CQ.CP2,CQ.CP6,CQ.T8,CQ.FT10,CQ.FC6,CQ.C4,CQ.FC2,CQ.F4,CQ.F8,CQ.Fp2,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.Cz,EQ.Fz,EQ.Fp1,EQ.F7,EQ.F3,EQ.FC1,EQ.C3,EQ.FC5,EQ.FT9,EQ.T7,EQ.CP5,EQ.CP1,EQ.P3,EQ.P7,EQ.PO9,EQ.O1,EQ.Pz,EQ.Oz,EQ.O2,EQ.PO10,EQ.P8,EQ.P4,EQ.CP2,EQ.CP6,EQ.T8,EQ.FT10,EQ.FC6,EQ.C4,EQ.FC2,EQ.F4,EQ.F8,EQ.Fp2
1692960014.321420,95.000000,0.000000,22.929991,11.240707,-288.639343,-67.881668,-9.311049,26.684282,-6.404707,7.979837,35.499077,12.843496,35.761784,67.543358,40.477375,43.349903,30.156118,16.423975,25.112995,31.015591,65.782951,43.335602,51.346153,41.371998,34.413109,30.338974,41.182556,-158.532806,84.340240,29.445349,18.267113,13.991769,-2.409982,-93.963638,0.000000,0.000000,194.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692960014.329134,96.000000,0.000000,27.517830,18.401773,-275.542999,-65.764557,-3.154045,33.317600,7.434005,24.365704,35.463577,4.121422,39.312176,78.746582,38.899975,42.794247,25.515192,21.530628,28.674036,24.324575,62.643326,42.267651,51.294807,44.916779,37.964848,39.530174,48.825989,-159.911194,87.842056,32.489750,25.933460,17.563931,4.252428,-88.234291,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692960014.336947,97.000000,0.000000,34.150311,20.432604,-291.148987,-84.141869,-0.589352,36.870434,18.185034,34.587490,19.034267,-19.448853,37.223633,83.278603,30.664154,31.992989,18.829678,13.824481,27.108438,11.492558,34.403759,26.856152,39.972744,45.384171,36.389961,29.244490,37.506393,-161.800507,85.704979,29.383413,23.858295,16.009443,1.174329,-92.244514,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692960014.344660,98.000000,0.000000,34.628468,15.801401,-309.300934,-95.840805,-5.199532,36.321259,18.166847,19.695980,13.379848,-0.474020,38.211025,80.121475,35.244259,37.084072,19.323156,13.298349,27.081331,13.530296,28.733971,21.193911,33.272770,35.604942,31.230494,20.506014,29.784273,-163.687943,74.860817,26.792492,18.199053,10.870358,-11.122230,-99.836884,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692960014.352573,99.000000,0.000000,24.859995,10.662523,-291.060852,-72.691116,-6.731256,33.723396,5.853296,9.430131,29.760315,30.264915,39.197430,70.819817,32.647476,45.243912,18.791525,10.211205,21.418865,10.442920,36.389851,24.246563,31.702576,25.835489,24.539263,21.510122,34.365257,-160.962723,59.929031,22.154930,17.668547,11.884102,-15.721877,-95.638588,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692960014.360387,100.000000,0.000000,20.736673,10.139553,-257.982117,-39.830738,7.620091,35.738903,5.335135,23.765316,39.464401,13.840805,35.059769,66.138229,19.294828,32.903282,12.625041,-11.828238,10.638985,-8.010600,26.619616,19.099239,25.523180,26.321962,20.416262,13.291690,24.084740,-157.215607,59.869102,17.009699,16.113955,13.921449,-14.681540,-80.173721,4096.000000,12.000000,0.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692960014.368300,101.000000,0.000000,29.425167,22.424797,-238.768738,-28.520136,22.469395,44.924706,24.285185,39.110783,35.326473,-7.689959,35.024708,73.756706,23.886303,34.407303,6.464724,-9.254870,12.165269,-4.416435,21.469919,14.981678,21.911505,28.344872,26.031231,9.692245,13.302193,-161.669159,69.543076,19.554228,15.073225,15.444450,-14.666858,-61.138161,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692960014.376114,102.000000,0.000000,35.543434,37.259296,-227.771500,-35.151615,23.471540,47.953625,27.847054,38.559364,35.291149,15.883884,41.137379,81.367561,34.108570,52.303665,9.019797,17.394384,22.911566,15.567981,37.329987,19.065159,29.061899,32.927296,31.640583,24.539474,29.170429,-166.118256,74.084305,26.706980,22.230459,20.039776,-7.992191,-45.707790,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692960014.384027,103.000000,0.000000,32.946354,40.295883,-215.248352,-27.431849,24.984991,44.319519,10.913053,33.910034,39.866627,39.434155,40.583931,78.212349,28.439077,47.640591,15.158469,15.840067,20.327114,14.527798,48.051121,21.607632,36.717453,34.431290,27.510481,29.125706,41.948952,-161.341370,71.448685,25.143351,26.818998,20.532043,-0.811891,-40.026699,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,50.000000,1.000000,50.000000,4.000000,4.000000,3.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000
1692960014.391841,104.000000,0.000000,28.814945,39.743279,-217.082336,-22.793648,29.058468,44.787506,9.877524,33.363815,38.289837,28.636259,39.006424,71.986450,25.336792,39.908337,15.143312,3.016535,10.060634,6.828654,39.806145,18.512178,34.119198,25.687630,22.872202,14.239656,30.636232,-157.593872,62.155693,15.896668,21.156796,17.437666,-5.421849,-47.158978,4096.000000,0.000000,0.000000,2.000000,35.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,50.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
